age,income,credit_history_months,existing_debt,loan_amount,employment_length_years,default,debt_to_income
31.621467479319044,84886.83229114894,67.16516370580786,18175.359059888135,5000.0,1.0,0,0.21411282020218889
21.994294704954946,27189.614981863102,19.947787322529557,35904.881725731946,37265.019123254446,1.5639000525598474,1,1.3205366000836123
34.73733375783523,42731.25798388291,43.87071262212643,31198.538726583567,10000.0,3.2594324259227396,1,0.7301104671046853
47.007638882174014,75848.52443589325,114.6380001757918,1385.1397683668529,28044.998543586982,11.99003514531825,0,0.01826192109429321
22.0,133239.945115537,12.0,27492.340041406314,62925.70411670315,10.056261723275917,0,0.2063370711956294
40.49605812359576,37850.08309001754,51.63834242359795,2754.1622983162806,29953.688252769003,4.752260061141299,0,0.0727650264800252
46.22009903775405,83650.47565383706,159.22013409684473,13421.357758042841,5267.1875369248555,1.793586645605501,0,0.16044568369919607
38.43522261768725,79614.31568745733,139.79713536462228,19250.852137526275,20468.47436608889,10.594812310816206,0,0.24180138925139452
24.214030221780842,46759.46860874363,9.684292838741474,5000.0,19379.258672875283,4.821198832019568,1,0.10693021432380098
48.08508345400731,84641.42383092474,171.8841559830065,8074.6275399979995,26482.288317693765,8.237892696678138,0,0.09539805894720593
20.82194131939307,35521.23709741709,0.0,22401.89164268406,43241.93110554516,0.7780180895646107,1,0.6306619215216748
41.34330331238881,44405.519680691534,203.0583380432664,6522.450361753143,12989.065369954624,9.813688334774305,0,0.1468837750048727
29.364128740048024,91178.22725355862,130.9045138036243,12606.884733994513,5000.0,5.5230392348002475,0,0.13826639444234726
18.0,21074.203188395117,54.385719785044145,30364.50660338554,22112.59758914629,2.0874349029661663,1,1.440837707216674
20.935120436106068,27252.01247060168,21.653464176337,18876.71731964626,33703.822032331875,3.560447569014456,1,0.6926724160283453
28.830164168646068,38238.55805789341,17.85926571896787,6367.419589112975,25938.506856464264,0.0,1,0.16651829756427172
55.49778677691262,122989.0021492411,87.62086939015931,23979.975535113517,30181.869743322433,10.578315904844922,0,0.1949765842153512
18.0,23621.382496358638,29.50067910500414,6213.256357244642,76568.16925118404,2.3772293124272554,1,0.26303525452849547
18.0,35717.47646542807,7.543728213411651,25646.813274559732,33854.86929862212,1.208950596771914,1,0.7180466206615685
22.0,107927.43183992794,115.09254367771297,8415.8895980068,5000.0,7.864505336968072,0,0.07797729876949899
41.88095605103096,61831.53182524709,114.5533145554638,1620.7054616572095,20697.118585704888,5.358160505749966,0,0.026211633673216585
57.73767656680637,108778.29979625408,159.6465886063474,0.0,31883.46730297411,1.0,0,0.0
28.34342467535121,84862.22654775124,94.21545840415659,16635.190912037775,18104.52785498349,12.169939840823215,0,0.1960258596641616
47.45569548892303,70720.11478239925,229.19631403914997,15632.950306782448,5000.0,3.693673383371147,0,0.2210538027954836
24.332683772125865,71729.00312482807,92.43267507688901,10226.710235868763,29862.114563065403,6.3656399775842,0,0.1425742696865798
26.91053682692251,94710.62238119585,69.01373300456108,13884.453777510604,24662.177777009394,6.83106184952862,0,0.14659869641261347
67.09919791947067,82940.29903584858,61.22807340418162,0.0,6854.009405693341,3.7516433315190385,0,0.0
19.45709065039331,20000.0,41.68088223668909,26940.736495121353,53259.58076190043,2.4484860741473975,1,1.3470368247560676
35.9479077539914,51954.26512294797,0.0,9670.275139785352,10000.0,1.8580766510476918,1,0.18613053455574785
18.0,66796.9782168411,24.80317666441168,26258.987455811242,12259.752323340192,2.43400999645076,1,0.3931163977293621
47.417056194489184,85922.54117093794,185.9840559626711,7228.413621141004,44996.92648964487,12.164207910223215,0,0.08412709310773865
31.042755140826994,89978.65217221764,145.18166347929935,6512.7903213560785,5000.0,8.09906895926028,0,0.07238150565859451
50.049062720456135,70211.61693156166,13.546122519854222,12998.602728634438,32139.487932673353,10.675944759406198,0,0.18513464433250051
44.48538080838591,89921.404088234,229.00175553036223,24613.866421868686,56702.71454196917,14.576299752160676,0,0.2737264466835583
34.52834538423349,63532.69666157628,39.08775222884853,10739.33438239238,15800.983610696509,5.956661190087695,0,0.16903633792845732
58.42865548963727,51065.79909576534,73.63627280588994,6352.407870615487,15505.158021773676,12.364812048903499,0,0.12439652336983138
51.88555309210113,93744.68529766836,147.68509948718773,18193.17098506893,5000.0,4.8042012166523955,0,0.19407149245101188
27.907818093814626,75887.45518514854,12.0,10709.626455169633,14694.289215875575,16.383752270255172,0,0.14112512310553202
26.069297020213902,48311.67528679443,11.343330061295376,29480.163122866186,44145.45131669395,3.021294816141336,1,0.6102078420560243
39.37313095883992,87701.27496086356,53.59730718325366,20900.92497105844,13501.118430348883,9.524687090212964,0,0.23831951109474084
33.63080934215972,80724.4034797984,96.80241310571681,3784.7285688610255,20288.198542413003,3.420288009178906,0,0.04688456533231823
29.45318282238242,68786.36576218059,109.6554375603313,4941.950653927037,32182.576391567098,3.6961051356060333,0,0.07184491576445763
40.557276735303525,30000.0,183.51533014895978,15359.20908545293,38349.41260751259,11.95320217739797,0,0.5119736361817644
28.6749880221285,49536.92908735929,25.124761838067226,14499.38657400338,58363.14830976147,1.4207539455847398,1,0.2926985350350128
45.3858208692667,46673.862366513655,220.97216331190856,26105.35179142673,5000.0,9.947011686252806,0,0.5593141528856227
56.766680220806464,89176.13313713085,117.9929475450105,16631.724875850145,21277.955068186187,11.242335960317103,0,0.18650421688810687
33.20658121935031,46583.18256656939,5.5138067321259925,30662.421475973708,45931.03266671451,8.058185982949098,1,0.6582294250109635
43.49151555589475,30000.0,142.5922787548072,17312.69114103623,15661.804772324193,5.4761793476820095,0,0.5770897047012077
22.0,56496.65987525543,100.89995667502342,18490.00570883618,46401.780305501336,1.0,0,0.32727608587237006
18.727616988475752,38868.331069418804,6.6259919410423365,5000.0,62492.28222460029,1.6389195343720735,1,0.1286394311880797
40.08754107131144,111905.66996028202,84.24265943246047,11255.071501936713,50876.16114574591,6.395196297558632,0,0.10057641856691805
38.33127394503323,25363.433595774637,42.57496854544402,5000.0,63452.47965044882,0.0,1,0.1971341924633171
44.99921097713326,70011.5119642441,26.638585127974878,7512.818541715846,23604.15223252467,6.90543129163009,0,0.10730833160056237
22.0,84026.30854840083,104.86319855695916,319.23498034389377,17750.61846531591,3.8151756116947704,0,0.003799226526296916
46.64910528404712,68978.03513566687,103.60246695762082,0.0,32083.20215314702,6.308510658663582,0,0.0
39.398447608923604,82022.1006284747,138.71061792191404,0.0,5000.0,1.0,0,0.0
54.185812967527085,30000.0,97.95299584822911,18356.94311510896,43094.90955589045,2.822811739640364,0,0.6118981038369653
53.0427473510417,77942.0439925444,216.20879258128946,0.0,12630.466541442107,4.375996987677543,0,0.0
41.47864289190529,32868.90734729524,31.645800768661346,0.0,39520.30682342101,10.895420854473878,0,0.0
34.1500642977673,22849.52722055663,5.933623515532215,17515.88152763236,26377.135759067532,7.292461846529029,1,0.7665752275116728
39.72927950399759,86707.51989564151,46.86111534622998,1144.8054249308625,37378.98744527414,7.3259918378858035,0,0.013203069656573212
37.58931752471885,72250.67814791296,102.49812325776318,1297.2557456674913,10481.921647961519,8.338312880469825,0,0.017954928298551394
39.7162962784142,84802.6720874855,84.68535314098537,8638.404448972822,43999.047453199506,7.13769805171332,0,0.10186476718635862
31.58527517683901,33924.40938211707,217.62445610855997,8159.450384222446,26538.53267011765,1.0,0,0.24051856857156143
36.91567984896135,57026.14552861838,192.25022214983207,3229.0488931956834,16911.947803993316,6.868946659345108,0,0.05662400751906327
38.61795048674381,75438.93874824562,138.75721833874977,8749.714008900528,50586.90150168596,13.679348493576299,0,0.11598405484069735
25.48987818540818,30000.0,184.0946249747105,3370.296147297424,7524.193789724886,12.458749711127611,0,0.11234320490991413
35.16961267736509,45611.428013344055,25.02987810198117,43621.449278158485,50713.156302097,1.9495131598640874,1,0.9563710494965564
29.427779812535995,85235.51215520827,173.3119657687229,18545.626046367208,9935.924829800206,15.065822215675155,0,0.21758097742871352
30.02724804401369,63308.099204259306,175.36213911147763,12746.511567209236,34354.70873961209,5.473179298348665,0,0.2013409299508974
43.28774642551465,82384.79392321581,114.3068546284155,11492.062497920553,23312.983283394802,13.816259069213963,0,0.1394925198044602
52.639914872915014,112402.90917666552,131.74572023305134,11381.573200950419,22754.352669639935,9.581563855373854,0,0.10125692728345502
39.75439137353617,57416.088506574364,203.1448655570772,8512.59585851991,36449.323946543765,6.95487392845453,0,0.14826150787936704
24.366206625469847,39888.99009205173,44.78195433802786,18657.199024889218,39626.31738250656,0.0,1,0.4677280367799245
50.73273016361581,47082.37172871982,166.38169387505388,9472.364531824844,40712.812211646444,13.046060721885011,0,0.2011870724440754
32.30079401598362,70641.69796645327,147.310382191526,16964.255473722846,29845.685974704807,16.344458830928385,0,0.24014506958452397
41.06090574491877,98535.89050373896,103.50712975549402,14849.386451481627,26371.96100535951,8.013429369911798,0,0.15070028164933633
38.325781193201664,104669.17750566626,93.38332639352387,3343.331384684262,33849.17510431545,7.081867750660711,0,0.03194189029051338
50.29052688588028,61240.8618067124,145.23262815394742,16155.475287345078,41514.33070936013,5.796273724540003,0,0.26380221980439755
47.99187586546183,36208.805438810974,69.29656297148051,7155.8844344985155,17551.97736980434,10.21345780808636,0,0.19762829366440154
33.485636738663835,64840.73135462341,126.4021264101932,12603.621799157472,20125.20845472511,7.485733122114444,0,0.19437815607332415
22.0,51553.292217709895,112.5327948520287,16.752589376923424,19286.048226812614,9.54836263121744,0,0.00032495673227186207
60.43173603246639,30000.0,126.70381111511593,19634.6101048564,47540.96046309563,8.753967291865473,0,0.6544870034952134
37.639847220558394,93396.9340403172,55.04012990587566,606.2097803343222,29699.665192845576,1.0,0,0.006490681804101151
63.06191666889025,89821.6545685779,58.73335266091674,2717.7834269459845,51225.05327177115,5.424379750323512,0,0.03025755247996445
50.57829485174522,80335.87241330948,104.8742193324999,2556.6156411041666,35748.89784250871,18.72837925459876,0,0.03182408511045938
29.76715894405923,20000.0,22.100544094824073,5000.0,12831.099627405452,3.7898732007096134,1,0.25
26.08470259452374,32387.78349846878,9.149244739978785,39285.88609548207,58850.54254915284,5.908782959827672,1,1.2129847075623257
28.129176380418173,38558.635248730636,24.385750284763805,27472.87015708946,41132.574277131476,3.453545956572373,1,0.7124959164106794
47.827918429938784,50013.8964555449,12.0,9955.357617865622,5000.0,5.255794797893802,0,0.1990518300591615
41.47504438897515,106546.41341302174,168.4254884237307,10550.820622804415,21371.076568970708,5.4672249378560185,0,0.09902558223057867
40.80644143252253,77339.24617564339,187.76984049858495,0.0,40926.30408337328,12.90158093143869,0,0.0
34.226583293552906,87985.76026285478,82.76732700933701,11342.185182344447,28674.597853756328,10.0419100752232,0,0.12890932746912698
23.153495681108613,78140.93096680802,254.19317694268224,17916.3918485875,22467.480126451777,9.42752028999615,0,0.22928306109122065
24.985786297122864,27031.63122382044,0.0,5000.0,35559.51718096318,0.841346376225578,1,0.18496848964090518
66.17081205501648,70707.49245677216,65.93996385360012,7193.0366152059405,38203.71494574977,6.592412705507373,0,0.1017294824816972
18.0,20000.0,57.064506113024606,34236.32934467675,41204.77418557468,4.257345653946537,1,1.7118164672338374
51.00475014847127,74255.76263559575,143.04251854053257,0.0,22810.368515384696,9.557312434298423,0,0.0
47.59706808791891,40058.68233077533,61.93487229037724,2162.491685490141,5000.0,1.2784827740331481,0,0.053983095790167655
36.97656275917397,24114.744481126658,28.055799913216333,5000.0,84402.24970137978,0.60477992169703,1,0.20734202694593082
21.83059766039878,23667.508274493408,25.938037602689974,34173.57325449636,88274.72270928486,0.6921526189475395,1,1.443902453023557
39.245758034915866,81483.1596322779,166.31575346152042,22374.36469391499,45114.00261612759,9.71606596745222,0,0.2745888204984609
33.873320816430144,39472.00095813836,18.211063565173475,22380.005669821785,99797.78687414118,4.923264215262474,1,0.5669843212042045
30.23071010691028,44331.935569536225,121.70958894270518,19269.72846966432,28672.5880614993,7.1328394243327295,0,0.43466923386277734
47.72914506690352,72281.10937730488,102.2359202856762,912.5206275017827,24637.476889894202,6.899518827253402,0,0.012624607388611825
27.70968396186742,57203.51738735575,26.2234937933558,19475.4779176472,5000.0,9.933467763296392,0,0.34045944737573175
30.77472649798311,31137.185552777046,312.52611640248176,11709.65035470592,8001.738201075095,9.89981606172214,0,0.37606643461266737
21.56139347931971,41836.88094580028,23.21363712101822,14279.297482879563,38439.7811705083,1.055007278130863,1,0.34130884425582314
47.18342648697274,61569.87246618714,170.19814487407876,12832.596008111565,16882.34397748785,6.803695562660719,0,0.20842330013204027
18.0,44848.572466297366,44.31015361190612,36668.66853118933,52371.53524847137,0.8489456629269347,1,0.8176106064188545
22.0,69674.8459601163,151.23736591011354,10962.86753187069,28100.76838300625,9.026778557970204,0,0.1573432618443982
18.053854330885688,34855.71382256971,7.084501176629399,29613.274155476007,61067.46278201141,1.1824602377885172,1,0.8495959746003213
23.988491709844702,37310.357258291384,0.0,31289.21316865257,70941.76841441204,2.7760673766875827,1,0.8386200365770888
35.561543904102386,56035.91696768656,5.941964380168166,19580.08219954355,53791.79371952621,1.9297333307636797,1,0.3494202158025632
35.09048309820107,63711.09286251222,39.61283829342845,31449.61240945257,33368.59446308896,11.483191769039518,0,0.4936285189350065
47.85403538536888,107704.63624925661,181.06290298342134,0.0,18582.278765795723,5.30744999835777,0,0.0
55.8511219643439,78693.26258160577,134.85626257676174,2503.3660014674015,31661.247137504928,13.30194741673925,0,0.031811694157061844
29.61207302559274,64222.523510385596,3.330405824722014,21474.762559413164,61549.13919491449,1.2848380501036114,1,0.3343805472847921
37.80370740230747,71374.45575300623,71.41115416339596,5706.246181555175,45036.72496825233,4.9067175735419255,0,0.07994801671485716
34.442265621477596,56670.506041065295,89.11804542324239,0.0,28891.49945077278,6.06243772742864,0,0.0
37.68815407499361,36434.50778334657,11.977351252950696,5000.0,53626.637164123764,0.0,1,0.13723253871664468
49.52788611401279,70316.07667038233,70.0487476257602,9249.844791830032,18416.88276372285,1.0,0,0.1315466566087032
24.939769132968195,43273.092788827715,12.70671156271485,24265.833955851213,10000.0,0.0,1,0.5607603337775798
34.465544756653195,89406.49504928413,29.123045688252972,5381.025838162497,5000.0,6.002007506019305,0,0.06018607300505717
30.792154297172136,75779.70756169292,54.804326337662246,3999.1041027616693,35360.20426138108,1.0,0,0.05277275713298265
45.86702613792821,99618.33184549192,214.51307446706556,0.0,29680.15768910074,6.323259321094388,0,0.0
27.263076975770588,57612.767772564795,175.00022854063363,0.0,58427.67379657342,4.730224474803846,0,0.0
26.925822696680548,83965.71446404759,104.02779588105625,10370.996921162403,30639.795999811457,9.475892048409381,0,0.12351466294737541
25.316320024723627,28593.86392135144,0.0,34594.56361173008,18124.362930114272,2.1538611824208553,1,1.2098596995104896
25.56459216956125,30975.846180133314,60.0,21405.54748554089,47869.68018402132,2.7264977338619087,1,0.6910399593625811
24.508781478273146,95265.72026665005,171.2152786965653,14392.255477045432,23088.74120353551,4.375846030776607,0,0.1510748613117217
34.06224115499128,56849.243567720565,5.027127084297209,30564.58837702924,39748.66831399188,1.762961272338657,1,0.5376428332000541
25.61809914975091,73715.44230264309,172.14503949031638,20759.474208620904,37667.88409471803,11.109542665944005,0,0.2816163555444958
25.930302180954413,36066.25374944793,27.592272411325617,19360.099275993678,54948.02389831809,3.885971773252895,1,0.5367926319846852
44.562350722137246,90515.1438699826,104.67630139763001,0.0,30820.887526313436,3.822689290542704,0,0.0
35.83898465703617,51259.92282489316,129.59997274783126,4337.014607020218,27832.65969975283,8.289355969181894,0,0.08460829373145388
33.957664655753064,99441.1211197109,97.01108527644935,24775.45452760096,23113.56534167964,6.859913957235023,0,0.24914697510072673
62.56587073882672,66612.62602429143,154.35079725753138,19698.167824783464,10512.47384914686,5.040639934914035,0,0.2957122245503456
22.0,98400.04368196304,131.3110125938502,29232.035382645587,17847.74821688058,5.769292020907312,0,0.29707339843390623
46.82617131362121,77376.7859223269,218.72373407371538,7573.930540631304,53003.9639151162,1.3882932103351084,0,0.0978837573873156
25.273565216100483,81190.86181574012,151.9200465773235,6977.332248538623,36965.79694391406,3.159051512353301,0,0.08593740837944841
